发生样点纬度,发生样点经度,Mean Diurnal Range (Mean of monthly (max temp - min temp)),Precipitation of Coldest Quarter,Precipitation of Wettest Month,Precipitation of Driest Quarter,Annual Precipitation,Annual Mean Temperature,Mean Temperature of Driest Quarter,Precipitation of Driest Month,Temperature Annual Range (BIO5-BIO6),Min Temperature of Coldest Month,Precipitation Seasonality (Coefficient of Variation),Precipitation of Wettest Quarter,Temperature Seasonality (standard deviation ×100),Max Temperature of Warmest Month,sd_poxiang,Isothermality (BIO2/BIO7) (×100),Mean Temperature of Warmest Quarter,Precipitation of Warmest Quarter,Mean Temperature of Coldest Quarter,NDVI,EVI,lai,lst,PET,sd_dem,sd_poxiang,sd_podu,label,year
36.075867,120.412002,7.058333396911621,36,156,36,693,12.762499809265137,0.8333333134651184,11,32.400001525878906,-4,87.03160858154297,394,941.266357421875,28.39999961853028,145.43746948242188,21.78497886657715,23.89999961853028,383,0.8333333134651184,0.2539043478260869,0.1324565217391304,,1.4685804347826086,32.72810140840443,77,145.43746948242188,12.491060256958008,1,2019
36.08765,120.374675,7.0916666984558105,48,159,48,714,13.079166412353516,1,15,32.70000076293945,-3.799999952,83.52498626708984,398,951.5238037109376,28.89999961853028,348.6900634765625,21.687055587768555,24.316665649414062,386,1,0.2080391304347826,0.0972739130434782,,1.474391304347826,32.7555828314115,21,348.6900634765625,5.901051998138428,1,2019
37.623887,120.321366,9.008333206176758,26,170,26,600,12.295833587646484,-0.666666687,8,35.70000076293945,-6.199999809,103.18746185302734,373,1015.1140747070312,29.5,101.30992889404295,25.23342514038086,24.299999237060547,373,-0.666666687,0.2577625,0.1440125,0.0002815217391304,1.4676022222222225,33.720066200683576,11,101.30992889404295,1.1842325925827026,1,2019
36.107069,120.469282,7.141666889190674,36,161,36,702,13.012499809265137,1.0666667222976685,11,32.5,-3.900000095,87.94998931884766,401,941.0224609,28.600000381469727,135,21.9743595123291,24.14999961853028,390,1.0666667222976685,0.2512304347826087,0.1433304347826087,0.0003293478260869,1.4675478260869566,32.69617003827106,9,135,4.262537956237793,1,2019
36.145987,120.432652,7.46666669845581,41,164,41,710,13,0.8333333134651184,13,33.099998474121094,-4.300000191,87.05435943603516,403,954.4179688,28.799999237060547,310.2363586425781,22.557905197143555,24.21666717529297,394,0.8333333134651184,0.2369913043478261,0.1444304347826087,,1.476988888888889,32.737108958778144,51,310.2363586425781,3.949322462081909,1,2019
36.307624,120.396255,7.900000095367432,37,170,37,705,13.158333778381348,0.7166666388511658,12,33.79999923706055,-4.599999905,91.6860580444336,412,970.5032348632812,29.200000762939453,278.1300964355469,23.372779846191406,24.450000762939453,412,0.7166666388511658,0.3671260869565217,0.2034086956521739,,1.481213953488372,32.84394191158444,9,278.1300964355469,1.642019271850586,1,2019
36.390217,120.447691,8.066666603088379,45,179,45,731,13.091666221618652,0.6166666150093079,14,33.900001525878906,-4.800000191,90.87953186035156,426,973.5941772460938,29.100000381469727,161.56504821777344,23.79547691345215,24.433334350585938,426,0.6166666150093079,0.1743521739130434,0.090495652173913,,1.485243181818182,32.82172218948436,14,161.56504821777344,5.128004550933838,1,2019
36.26468,120.033382,8.40000057220459,33,177,33,703,13.116666793823242,0.5833333134651184,10,34.29999923706055,-5,93.74993133544922,415,978.0972290039062,29.299999237060547,257.00537109375,24.48979759216309,24.51666641235352,415,0.5833333134651184,0.2897478260869565,0.1615304347826087,,1.4774295454545454,33.1593265682187,8,257.00537109375,6.1740007400512695,1,2019
36.753895,119.970192,9.27500057220459,28,190,28,690,12.587499618530272,-0.333333343,9,35.60000228881836,-6.400000095,101.08621978759766,424,1004.9448852539062,29.200000762939453,106.38954162597656,26.05337142944336,24.38333320617676,424,-0.333333343,0.3785,0.2360130434782608,0.0005065217391304,1.4759,33.57118407662477,33,106.38954162597656,4.108956813812256,1,2019
36.644211,117.966978,10.783332824707031,34,232,34,716,13.925000190734863,0.1166667118668556,11,38.29999923706055,-6.599999905,111.78192138671876,464,1059.2010498046875,31.700000762939453,198.43495178222656,28.154916763305664,26.350000381469727,464,0.1166667118668556,0.1780739130434782,0.1056130434782608,,1.4857272727272728,34.78331697527031,95,198.43495178222656,0.7344942092895508,1,2019
36.807011,118.017877,10.458333015441896,30,223,30,681,14.270833015441896,0.3500000238418579,9,38.19999694824219,-6.099999905,113.33757019042967,444,1068.732177734375,32.099998474121094,125.53768157958984,27.377836227416992,26.816665649414062,444,0.3500000238418579,0.2575391304347826,0.152195652173913,,1.4846714285714286,34.85728495467546,41,125.53768157958984,3.989837884902954,1,2019
36.495014,117.8627,10.600000381469728,37,234,37,738,12.991666793823242,-0.766666651,12,38,-7.400000095,109.47491455078124,473,1053.0450439453125,30.600000381469727,355.6012878417969,27.894737243652344,25.299999237060547,473,-0.766666651,0.2337565217391304,0.1128478260869565,,1.4806133333333331,34.81404032718614,204,355.6012878417969,3.025747299194336,1,2019
36.826882,118.309398,11.033332824707031,24,217,24,662,13.94166660308838,7.947286206899663e-08,7,38.79999923706055,-7.099999905,114.2038345336914,431,1065.312255859375,31.700000762939453,1.6365762948989868,28.436426162719727,26.41666603088379,431,7.947286206899663e-08,0.3462782608695652,0.2074173913043478,,1.4790955555555556,34.60521638532362,59,1.6365762948989868,8.079148292541504,1,2019
36.80309,117.869686,10.93333339691162,24,219,24,667,13.791666984558104,-0.133333325,7,38.70000076293945,-7.099999905,115.40245819091795,441,1066.9664306640625,31.600000381469727,146.88865661621094,28.25150680541992,26.299999237060547,441,-0.133333325,0.2631913043478261,0.1442565217391304,,1.485426666666667,34.99522355781941,42,146.88865661621094,6.352043151855469,1,2019
36.959794,118.097923,10.966667175292969,25,215,25,653,13.949999809265137,-0.016666731,7,38.79999923706055,-7.099999905,115.21788024902344,433,1070.5478515625,31.700000762939453,275.1944274902344,28.264604568481445,26.5,433,-0.016666731,0.2185434782608695,0.1184260869565217,,1.4852727272727273,34.920152444491016,9,275.1944274902344,5.117584228515625,1,2019
37.171042,117.826743,11.041666030883787,22,205,22,616,13.5625,-0.616666734,6,39.09999847412109,-7.699999809,116.921142578125,413,1082.4742431640625,31.39999961853028,218.2901611328125,28.23955726623535,26.200000762939453,413,-0.616666734,0.2412391304347826,0.1327608695652174,,1.4799833333333334,35.23811727855184,19,218.2901611328125,11.10465145111084,1,2019
36.185402,118.170856,11.024999618530272,33,245,33,765,12.387499809265137,-1.066666603,10,37.900001525878906,-8,110.86320495605467,493,1034.81689453125,29.89999961853028,120.25643920898438,29.089710235595703,24.53333282470703,493,-1.066666603,0.2535521739130435,0.1266347826086956,,1.4813568181818182,34.00375090828992,310,120.25643920898438,6.426789283752441,1,2019
34.863791,117.556125,10.466666221618652,58,203,55,744,14.141666412353516,3.2166666984558105,16,36.09999847412109,-5.099999905,96.03800964355467,462,997.1159057617188,31,201.8014068603516,28.9935359954834,25.96666717529297,462,1.2999999523162842,0.2108608695652174,0.1045260869565217,,1.488932558139535,34.01167037868987,92,201.8014068603516,7.462713241577148,1,2019
34.795339,117.263524,10.31666660308838,56,201,56,730,14.258333206176758,3.299999952316284,15,36.29999923706055,-5,96.1138153076172,450,1006.1918334960938,31.299999237060547,302.9052429199219,28.42057037353516,26.21666717529297,450,1.2999999523162842,0.2435086956521739,0.1395826086956521,,1.4863204545454547,34.26434358937995,41,302.9052429199219,4.692793369293213,1,2019
34.772931,117.590738,10.416666984558104,50,197,50,717,14.116666793823242,1.25,14,36.29999923706055,-5.199999809,97.95684814453124,451,1000.6573486328124,31.100000381469727,47.6025619506836,28.69605255126953,26.01666641235352,451,1.25,0.474895652173913,0.2827130434782609,,1.4797318181818182,33.97646104640255,52,47.6025619506836,7.196245193481445,1,2019
34.563103,117.734287,10.074999809265137,55,187,53,712,14.37083339691162,3.450000047683716,15,36,-4.800000191,95.24609375,445,994.5589599609376,31.200000762939453,239.03623962402344,27.98611068725586,26.233333587646484,445,1.5999999046325684,0.2586478260869565,0.1424173913043478,,1.4872975000000002,33.849604943737624,35,239.03623962402344,4.056452751159668,1,2019
35.099638,117.461866,10.649999618530272,38,208,38,721,13.5,0.5666666626930237,10,36.29999923706055,-6,102.52163696289062,459,998.4032592773438,30.299999237060547,299.0545959472656,29.338844299316406,25.28333282470703,459,0.5666666626930237,0.3496956521739131,0.1863304347826087,,1.4848266666666667,34.10818295099323,172,299.0545959472656,7.137264728546143,1,2019
35.11412,117.165881,10.533333778381348,38,208,38,707,14.108333587646484,1.0166667699813845,11,36.70000076293945,-5.400000095,102.7709732055664,446,1016.2807006835938,31.299999237060547,8.130101203918457,28.701181411743164,26.183334350585938,446,1.0166667699813845,0.3479826086956522,0.2228826086956521,0.0004478260869565,1.4824318181818184,34.29282411630582,68,8.130101203918457,6.541306495666504,1,2019
37.449035,118.582182,9.908333778381348,21,203,21,620,13.604166984558104,-0.433333308,6,37.900001525878906,-6.699999809,115.95806121826172,412,1078.550048828125,31.200000762939453,349.99200439453125,26.143360137939453,26.21666717529297,412,-0.433333308,0.3448565217391304,0.2254478260869565,0.0003836956521739,1.4698295454545456,35.2620212502184,6,349.99200439453125,4.003250598907471,1,2019
37.886217,118.525519,10.050000190734863,15,193,15,574,13.274999618530272,-0.883333325,4,38.400001525878906,-7.300000191,122.11945343017578,397,1087.7030029296875,31.100000381469727,315,26.171875,25.983333587646484,397,-0.883333325,0.2116565217391304,0.1234608695652174,,1.4784651162790698,35.60573730548182,15,315,1.3137449026107788,1,2019
37.573412,118.575234,10.008333206176758,21,200,21,607,13.429166793823242,-0.683333337,6,38.20000076293945,-7.099999905,116.7109146118164,405,1084.6353759765625,31.100000381469727,351.8699035644531,26.199825286865234,26.11666679382324,405,-0.683333337,0.2508130434782609,0.1510130434782609,0.000341304347826,1.4774068181818183,35.38371558490521,13,351.8699035644531,1.642019271850586,1,2019
37.490919,118.255084,10.416666984558104,22,200,22,604,13.508333206176758,-0.683333278,6,38.59999847412109,-7.300000191,116.67435455322266,404,1087.7684326171875,31.299999237060547,108.43495178222656,26.986183166503903,26.21666717529297,404,-0.683333278,0.2409478260869565,0.1514043478260869,,1.4727177777777778,35.41605014192605,8,108.43495178222656,0.7344942092895508,1,2019
37.053915,118.419437,11,22,210,22,638,13.658333778381348,-0.399999976,6,39.09999847412109,-7.5,115.2595672607422,420,1075.6220703125,31.600000381469727,232.76516723632807,28.132991790771484,26.26666641235352,420,-0.399999976,0.4489391304347826,0.2847782608695652,0.0006315217391304,1.472702272727273,34.81168465640755,12,232.76516723632807,7.254725456237793,1,2019
37.541312,121.400303,6.591666221618652,35,173,35,669,12.329166412353516,1.2333333492279053,9,31.89999961853028,-4.099999905,97.96102142333984,410,957.3981323242188,27.799999237060547,101.30992889404295,20.66353225708008,23.51666641235352,410,0.200000062584877,0.1758590909090909,0.0694772727272727,,,32.779539121590055,6,101.30992889404295,1.1842325925827026,1,2019
37.49833,121.267638,7.691666603088379,43,178,42,690,12.279167175292969,1.0166667699813845,12,33.400001525878906,-5.199999809,95.72233581542967,416,984.3374633789062,28.200000762939453,275.7106018066406,23.028942108154297,23.666667938232425,404,-0.333333343,0.3184347826086957,0.203495652173913,,1.4753613636363636,32.924242975212465,6,275.7106018066406,4.658481597900391,1,2019
37.387454,121.601015,7.2083330154418945,47,185,45,724,12.3125,1.283333420753479,12,32.70000076293945,-4.699999809,94.2127456665039,432,964.9496459960938,28,323.1300964355469,22.043832778930664,23.549999237060547,432,0.0833333730697631,0.1485782608695652,0.077495652173913,,1.4807933333333334,32.67603089896237,21,323.1300964355469,2.32153058052063,1,2019
37.511322,121.444949,,,,,,,,,,,,,,,24.7751407623291,,,,,0.3511947368421053,0.1465105263157894,,,32.7485699464972,0,24.7751407623291,6.621850967407227,1,2019
37.795697,120.829141,8.050000190734863,25,159,25,564,12.133333206176758,-0.683333337,7,33.79999923706055,-5.599999905,103.26885986328124,352,999.227783203125,28.200000762939453,348.6900634765625,23.81656837463379,23.733333587646484,349,-0.683333337,0.2454,0.1452869565217391,0.0002804347826086,1.4747045454545455,33.12444871609107,9,348.6900634765625,1.1842325925827026,1,2019
37.645281,120.47614,8.866666793823242,26,167,26,590,12.391666412353516,-0.583333313,8,35.400001525878906,-6,103.66087341308594,367,1010.9712524414062,29.39999961853028,348.6900634765625,25.047080993652344,24.299999237060547,367,-0.583333313,0.3084173913043478,0.1701391304347826,0.0004565217391304,1.4716,33.55701151910181,24,348.6900634765625,1.1842325925827026,1,2019
36.979757,120.711555,8.625,34,201,34,736,12.50416660308838,-0.166666672,10,34.400001525878906,-5.800000191,102.79071044921876,455,988.2088012695312,28.600000381469727,239.03623962402344,25.072673797607425,24.03333282470703,455,-0.166666672,0.2010739130434782,0.1032608695652174,,1.4756363636363636,33.102404288534686,40,239.03623962402344,4.056452751159668,1,2019
37.178187,119.942057,9.30833339691162,33,193,33,677,12.75416660308838,-0.299999952,11,36,-6.099999905,103.40222930908205,423,1017.8150634765624,29.89999961853028,315,25.856481552124023,24.76666641235352,423,-0.299999952,0.2096173913043478,0.1112478260869565,,1.4786113636363636,33.85036248489028,57,315,1.9701858758926392,1,2019
37.795697,120.829141,8.050000190734863,25,159,25,564,12.133333206176758,-0.683333337,7,33.79999923706055,-5.599999905,103.26885986328124,352,999.227783203125,28.200000762939453,348.6900634765625,23.81656837463379,23.733333587646484,349,-0.683333337,0.2454,0.1452869565217391,0.0002804347826086,1.4747045454545455,33.12444871609107,9,348.6900634765625,1.1842325925827026,1,2019
37.354517,120.433904,9.141666412353516,30,182,30,655,12.12916660308838,-0.899999976,9,35.70000076293945,-6.599999905,102.5285186767578,406,1013.8057250976562,29.100000381469727,74.74488067626953,25.606908798217773,24.049999237060547,406,-0.899999976,0.2193086956521739,0.1248826086956521,0.0003184782608695,1.474886666666667,33.61438246172546,73,74.74488067626953,2.646517753601074,1,2019
37.335993,120.849595,7.983333587646484,31,179,31,660,11.733333587646484,-0.916666687,9,33.70000076293945,-6.099999905,101.2016143798828,407,985.2418212890624,27.600000381469727,217.8749847412109,23.689416885375977,23.183332443237305,402,-0.916666687,0.2966043478260869,0.175791304347826,0.000416304347826,1.464793181818182,33.24081001954872,121,217.8749847412109,5.281790733337402,1,2019
36.688316,121.173506,7.400000095367432,34,180,34,718,12.466666221618652,0.2499999403953552,10,33,-4.900000095,95.2311782836914,425,959.5556030273438,28.100000381469727,198.43495178222656,22.42424201965332,23.66666603088379,425,0.2499999403953552,0.2154227272727272,0.0915545454545454,,1.4620488372093023,32.69973000267001,6,198.43495178222656,0.7344942092895508,1,2019
36.728077,119.02491,11.125,27,214,27,688,12.99583339691162,-0.599999964,8,38.5,-7.699999809,109.8343505859375,440,1046.8251953125,30.799999237060547,251.56504821777344,28.89610481262207,25.316665649414062,440,-0.599999964,0.3061913043478261,0.174791304347826,0.0004032608695652,1.4809068181818184,34.15257300046854,30,251.56504821777344,4.398545265197754,1,2019
36.755925,119.211251,10.866666793823242,26,209,26,687,12.81666660308838,-0.683333337,7,38.09999847412109,-7.599999905,108.25262451171876,437,1041.969970703125,30.5,333.4349365234375,28.521434783935547,25.100000381469727,437,-0.683333337,0.2292,0.123195652173913,0.0002967391304347,1.479734090909091,34.13074616084742,20,333.4349365234375,2.076667308807373,1,2019
36.653671,119.166343,10.94166660308838,30,217,30,713,12.787500381469728,-0.74999994,9,38.29999923706055,-7.699999809,107.1407241821289,450,1044.574951171875,30.600000381469727,108.43495178222656,28.568321228027344,25.08333396911621,450,-0.74999994,0.277904347826087,0.1561652173913043,,1.4798511111111112,34.06223642143037,49,108.43495178222656,2.2025177478790283,1,2019
36.707459,119.132288,10.758333206176758,37,220,37,723,13.12916660308838,-0.433333308,11,38.09999847412109,-7.099999905,106.26991271972656,454,1047.9014892578125,31,188.97262573242188,28.237096786499023,25.46666717529297,454,-0.433333308,0.3058565217391304,0.1620478260869565,,1.4790355555555557,34.11325428954692,42,188.97262573242188,4.458974838256836,1,2019
36.51246,118.543274,11.149999618530272,33,236,33,730,13.241666793823242,-0.483333319,9,38.70000076293945,-7.699999809,111.75495147705078,471,1051.0770263671875,31,228.1798248291016,28.811368942260746,25.58333396911621,466,-0.483333319,0.2493173913043478,0.1290608695652174,,1.4777739130434784,33.967099349171384,84,228.1798248291016,5.901051998138428,1,2019
36.685178,118.479637,11.083333015441896,33,231,33,713,13.600000381469728,-0.300000072,9,38.79999923706055,-7.300000191,111.75775909423828,458,1063.7647705078125,31.5,135,28.56529235839844,26.08333396911621,456,-0.300000072,0.2958695652173913,0.1563043478260869,,1.4804333333333335,34.25237612905898,89,135,12.916404724121094,1,2019
35.996404,119.410051,9.116666793823242,41,226,41,800,12.81666660308838,0,12,35.20000076293945,-6.099999905,100.2143096923828,489,995.8147583007812,29.100000381469727,292.7509766,25.899621963500977,24.51666641235352,489,0,0.1937434782608695,0.1011173913043478,,1.4796755555555556,33.30421014890376,65,292.7509766,7.760402202606201,1,2019
36.857133,118.791062,11.091666221618652,26,215,26,674,13.387499809265137,-0.51666671,7,39,-7.5,111.8833465576172,434,1067.4952392578125,31.5,285.6422424316406,28.440170288085938,25.933334350585938,434,-0.51666671,0.2702913043478261,0.1395304347826087,0.0003652173913043,1.471757777777778,34.36590679385974,30,285.6422424316406,6.008224487304688,1,2019
36.479642,119.21892,10.399999618530272,29,215,29,715,12.72499942779541,-0.549999952,8,37.29999923706055,-7.400000095,106.44417572021484,449,1023.857422,29.89999961853028,126.8698959350586,27.88203811645508,24.76666641235352,449,-0.549999952,0.4164173913043478,0.2392913043478261,0.0005630434782608,1.471865909090909,33.92247913318522,52,126.8698959350586,4.635463237762451,1,2019
36.382973,119.755271,9.25,41,200,41,746,12.84999942779541,0.0333333797752857,13,35.29999923706055,-6,96.62966918945312,449,995.9736938476562,29.299999237060547,120.3791275024414,26.20396614074707,24.53333282470703,449,0.0333333797752857,0.236895652173913,0.1327478260869565,,1.4794333333333334,33.538577869503634,27,120.3791275024414,7.760402202606201,1,2019
36.843256,119.403185,10.241666793823242,32,208,32,699,12.887499809265137,-0.533333361,10,37.20000076293945,-7,105.49934387207033,439,1035.3504638671875,30.200000762939453,168.6900634765625,27.531362533569336,25.03333282470703,439,-0.533333361,0.267695652173913,0.154195652173913,0.0002978260869565,1.4796111111111112,34.11428509593972,7,168.6900634765625,1.1842325925827026,1,2019
35.444226,116.605763,10.81666660308838,30,199,30,685,14.108333587646484,0.9500000476837158,9,37,-5.599999905,102.9456787109375,425,1020.730224609375,31.39999961853028,347.00537109375,29.23423385620117,26.233333587646484,425,0.9500000476837158,0.3180391304347826,0.1750260869565217,0.0003271739130434,1.4835619047619049,34.50180553144644,25,347.00537109375,3.095987558364868,1,2019
35.551938,116.78365,10.883333206176758,30,213,30,698,14.133333206176758,0.8666667938232422,9,37.29999923706055,-5.699999809,106.20618438720705,440,1027.252197265625,31.600000381469727,255.96376037597656,29.17783737182617,26.299999237060547,440,0.8666667938232422,0.3580478260869565,0.2254173913043478,0.0004326086956521,1.481175,34.44168424911304,50,255.96376037597656,1.9147183895111084,1,2019
34.806657,117.129188,9.800000190734863,47,200,47,713,14.175000190734863,1.3333333730697632,14,35.79999923706055,-4.800000191,98.23735809326172,442,999.26220703125,31,230.71060180664065,27.37430191040039,26.08333396911621,442,1.3333333730697632,0.2393347826086956,0.1386826086956522,,1.4855954545454546,34.374731771235375,53,230.71060180664065,6.5736470222473145,1,2019
35.012706,116.650526,10.074999809265137,35,193,35,684,14.12916660308838,1.3499999046325684,10,35.900001525878906,-4.900000095,99.12873077392578,418,1000.1305541992188,31,312.3974304199219,28.06406784057617,26.14999961853028,418,1.3499999046325684,0.309004347826087,0.1814913043478261,,1.48975,34.66661532562499,35,312.3974304199219,7.196245193481445,1,2019
35.06658,116.311549,10.44166660308838,39,197,39,699,14.404167175292969,1.3166667222976685,12,36.5,-5,97.99374389648438,421,1014.5072021484376,31.5,284.0362548828125,28.60730743408203,26.450000762939453,421,1.3166667222976685,0.2106826086956521,0.1171260869565217,,1.4829738095238096,34.638814465045485,47,284.0362548828125,1.9147183895111084,1,2019
35.40794,116.342308,10.658332824707031,33,195,33,681,14.12916660308838,0.9666667580604552,10,37.09999847412109,-5.5,100.95840454101562,416,1022.9135131835938,31.600000381469727,315,28.728660583496094,26.299999237060547,416,0.9666667580604552,0.2512869565217391,0.1380260869565217,,1.4846121951219513,34.50537024461551,48,315,3.281345844268799,1,2019
35.711891,116.497277,10.875,27,205,27,682,13.804166793823242,0.4833333194255829,8,37.59999847412109,-6.199999809,106.45362854003906,432,1034.2508544921875,31.39999961853028,308.6598205566406,28.92287254333496,26.11666679382324,432,0.4833333194255829,0.2628956521739131,0.1459043478260869,0.0004141304347826,1.4824952380952383,34.660644059929886,42,308.6598205566406,2.9719696044921875,1,2019
35.664719,117.250824,10.774999618530272,31,224,31,717,13.570833206176758,0.2333333939313888,9,37.29999923706055,-6.5,108.2947998046875,459,1026.196533203125,30.799999237060547,333.4349365234375,28.88739967346192,25.64999961853028,459,0.2333333939313888,0.3137565217391305,0.1682434782608695,0.0005402173913043,1.479652380952381,34.37996425804634,97,333.4349365234375,1.0386748313903809,1,2019
35.765957,116.131779,10.866666793823242,24,188,24,631,13.699999809265137,0.4333333671092987,7,37.70000076293945,-6.400000095,104.86837768554688,393,1030.1412353515625,31.299999237060547,172.87498474121094,28.824050903320312,25.96666717529297,393,0.4333333671092987,0.3322260869565218,0.2049347826086956,0.000570652173913,1.4788073170731708,34.767344361687854,53,172.87498474121094,3.740084171295166,1,2019
35.581933,116.986212,10.858333587646484,33,224,33,721,13.87916660308838,0.5666666626930237,11,37.29999923706055,-6,107.01239776611328,457,1029.5706787109375,31.299999237060547,30.963756561279297,29.110815048217773,26.066665649414062,457,0.5666666626930237,0.2787695652173913,0.1597391304347826,,1.4885727272727274,34.39074546256027,80,30.963756561279297,5.4015984535217285,1,2019
35.402536,117.007406,10.708333015441896,34,214,34,708,13.99583339691162,0.7833332419395447,11,36.79999923706055,-5.599999905,104.74837493896484,445,1019.2364501953124,31.200000762939453,180,29.098731994628903,26,445,0.7833332419395447,0.269804347826087,0.1616391304347826,0.0003119565217391,1.4718511111111112,34.32667944077436,73,180,7.391683578491211,1,2019
36.192833,117.135215,9.75,33,238,33,757,13.366666793823242,-0.066666603,10,36.79999923706055,-6.199999809,109.36129760742188,487,1038.0977783203125,30.600000381469727,98.1301040649414,26.49456596374512,25.58333396911621,487,-0.066666603,0.2460695652173913,0.1285521739130435,,1.4805318181818183,34.948283808980946,154,98.1301040649414,1.642019271850586,1,2019
36.188088,117.041651,10,26,230,26,728,13.241666793823242,-0.249999955,7,37,-6.599999905,111.08314514160156,472,1038.175537109375,30.39999961853028,71.56504821777344,27.02702713012696,25.41666603088379,472,-0.249999955,0.2901956521739131,0.191395652173913,,1.4789931818181818,34.94368710537164,145,71.56504821777344,5.128004550933838,1,2019
35.758919,116.805578,10.908333778381348,28,220,28,706,13.604166984558104,0.2666666805744171,9,37.70000076293945,-6.5,108.146240234375,449,1033.6156005859375,31.200000762939453,233.97262573242188,28.93457221984864,25.86666679382324,449,0.2666666805744171,0.2396391304347826,0.1356043478260869,0.0003130434782608,1.4827181818181818,34.60304210569102,67,233.97262573242188,6.293273448944092,1,2019
35.937049,116.470211,10.5,28,207,28,677,13.699999809265137,0.2666667699813843,9,37.400001525878906,-6.199999809,107.28689575195312,428,1036.81982421875,31.200000762939453,315,28.074865341186523,25.96666717529297,428,0.2666667699813843,0.2708608695652174,0.1535565217391304,,1.48195,34.824799867056555,73,315,0.656958818435669,1,2019
