year,week,Pestvalue,MaxT(¡æ),MinT(¡æ),RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),Pest/Disease Name
2011,19,10,38.9,24.5,52.7,26,1.2,-,-,-,Number/ Light trap
2011,20,0,40.4,26.4,51.6,26.4,0,-,-,-,Number/ Light trap
2011,21,0,38.7,25.8,53.7,28.1,0.1,-,-,-,Number/ Light trap
2011,22,0,38.1,25.8,67,41.1,0,-,-,-,Number/ Light trap
2011,23,0,34,24.7,75.1,51.9,26.8,-,-,-,Number/ Light trap
2011,24,0,34.9,24,76.1,43,4.3,-,-,-,Number/ Light trap
2011,25,0,35.3,24.4,72,38.4,0,-,-,-,Number/ Light trap
2011,26,0,35,24.2,74.7,44.3,9.6,-,-,-,Number/ Light trap
2011,27,0,31.3,22.4,90.6,63.6,89,-,-,-,Number/ Light trap
2011,28,0,30.7,22.6,83.7,63.7,38.8,-,-,-,Number/ Light trap
2011,29,0,31.6,23.3,82.1,58.7,15,-,-,-,Number/ Light trap
2011,30,0,30.6,21.9,92.6,65.1,48.2,-,-,-,Number/ Light trap
2011,31,8,29.5,22.6,86.6,65.4,10.4,-,-,-,Number/ Light trap
2011,32,10,31.4,23.3,89.9,63.3,1.8,-,-,-,Number/ Light trap
2011,33,9,31.7,23.2,88.6,76.4,11,-,-,-,Number/ Light trap
2011,34,5,30.2,22.2,94.9,73.1,106.6,-,-,-,Number/ Light trap
2011,35,6,27.7,22.1,88.9,79.7,58.1,-,-,-,Number/ Light trap
2011,36,12,29.7,22.2,90.4,78.9,12,-,-,-,Number/ Light trap
2011,37,12,31.3,22.5,89,74.4,1,-,-,-,Number/ Light trap
2011,38,32,30.5,22.4,82.6,69.4,11,-,-,-,Number/ Light trap
2011,39,93,31.7,20.7,87.9,73.6,3.5,-,-,-,Number/ Light trap
2011,40,107,32.4,20.5,88.9,74.4,8.2,-,-,-,Number/ Light trap
2011,41,1608,32,21.1,91,64.4,28.5,-,-,-,Number/ Light trap
2011,42,1480,32.9,19.9,89.9,66.9,1,-,-,-,Number/ Light trap
2011,43,1096,31.7,19.9,90.9,76,10.2,-,-,-,Number/ Light trap
2011,44,1350,29.5,19.7,90.6,61,27.5,-,-,-,Number/ Light trap
2011,45,1033,30.7,14.4,76.9,37.7,0,-,-,-,Number/ Light trap
2011,46,345,30.7,14.5,85.4,42.4,0,-,-,-,Number/ Light trap
2011,47,193,29.8,12.5,81,42.4,0,-,-,-,Number/ Light trap
2011,48,17,30.2,17.2,78.1,41.6,0,-,-,-,Number/ Light trap
2011,49,25,30.5,12.9,84.3,33.4,0,-,-,-,Number/ Light trap
2011,50,0,30.2,14.2,83.4,49.6,0,-,-,-,Number/ Light trap
2011,51,0,29,11.8,81.9,49.3,0,-,-,-,Number/ Light trap
2011,52,0,29.8,11.6,83.6,31.6,0,-,-,-,Number/ Light trap
2000,1,0,31,18.1,76.4,38.7,0,2.2,9.1,4.3,Percentage
2000,1,0,27.4,10.3,83.3,31.1,0,1.5,9.4,2.9,Percentage
2000,2,0,31.7,18.3,81.4,43,0,1.7,9.6,3.5,Percentage
2000,2,0,29.7,12.4,83.7,31.7,0,1.9,9.7,3.3,Percentage
2000,3,0,31.6,14.7,85.7,30,0,1.8,9.3,3.5,Percentage
2000,3,0,30.3,11.9,76.6,25.9,0,2.3,10.1,4,Percentage
2000,4,0,32.1,14.6,87.4,29.6,0,2.1,10,4.3,Percentage
2000,4,0,28.8,13.8,80,36.4,0,2.5,8,3.7,Percentage
2000,5,0,30,12.8,86,30.9,0,1.7,9.6,3.5,Percentage
2000,5,0,31.2,13,83.6,29.1,0,2,10.2,4.3,Percentage
2000,6,0,32.6,18,84.4,34.3,0,1.9,9.7,4.9,Percentage
2000,6,0,28.6,12,83.9,33.9,0,1.1,9.5,3,Percentage
2000,7,0,31.8,18.5,77.7,43,0,2.8,8.9,5,Percentage
2000,7,0,28.1,10.2,83.4,32.7,0,1.3,9.2,3.1,Percentage
2000,8,0,28,10.8,82.1,34.6,0,1.7,9.5,3,Percentage
2000,8,0,30.8,19.9,83.6,50.7,3,4.8,7,4.2,Percentage
2000,9,0,28.1,12.3,87.6,37.9,0,1.7,9.4,3,Percentage
2000,9,0,32,16.7,77.4,48.3,22.2,2.7,8.6,4.5,Percentage
2000,10,0,34.8,16.7,72.9,42.6,0,2.1,10.7,6.5,Percentage
2000,11,0,36,18.2,72.3,43.1,0,1.9,10.5,6.7,Percentage
2000,12,0,36.3,19.9,72.6,37.9,0,2.7,10.1,7.1,Percentage
2000,13,0,35.6,19.9,69,43,0,2.9,10,6.7,Percentage
2000,14,0,38.4,23.1,72.1,46,0,3.7,10.4,7.9,Percentage
2000,15,0,40.1,24,68.3,44.6,2.2,2.3,9.3,7.6,Percentage
2000,16,0,38.3,21.7,69.7,36,7.6,3.2,9,7.5,Percentage
2000,17,0,40.7,24,38.1,18.1,2.6,3.3,10.7,9.6,Percentage
2000,18,0,41,23.8,53.3,27.6,37.8,4,10.5,9.2,Percentage
2000,19,0,35.2,23.9,64.6,36.3,27.4,2.3,9.7,6.6,Percentage
2000,20,0,36.7,25.7,62,36.4,1.6,6.7,10.9,8.9,Percentage
2000,21,0,35.6,25.3,66.9,41.1,7.7,5,8.7,7.2,Percentage
2000,22,0,35.9,25.1,74,45.6,25,5.5,8.5,7.4,Percentage
2000,23,0,30.5,23.9,86,69,52.1,4.4,2.6,3.5,Percentage
2000,24,0,31.4,23.5,80.6,56.6,113.9,5.7,3.2,5.3,Percentage
2000,25,0,30.2,23.8,84,64.1,37.4,4,1.3,2.9,Percentage
2000,26,0,29.9,23,80.4,62.6,66.9,4.7,1.5,4.2,Percentage
2000,27,0,29.7,25,86,73.7,25.2,5.3,3.6,3.1,Percentage
2000,28,0,27.9,23.1,85.1,69.7,29.1,10.5,2,4.2,Percentage
2000,29,0,29.6,23,81.4,61.4,1.9,9.3,5,4.7,Percentage
2000,30,0,31.7,23.3,74.9,53,0.6,3.5,8.2,5,Percentage
2000,31,0.02,33.6,24.1,77.1,50.7,2.7,2.6,8.3,5,Percentage
2000,32,8.02,28.4,22.7,90,72,95,5.4,2.3,3.2,Percentage
2000,33,13.08,30.2,23.3,86.6,62.1,49.7,4.2,6.6,3.8,Percentage
2000,34,14.33,28,23,91.4,76.6,164.9,5.9,2,3.4,Percentage
2000,35,15.06,27.8,22.7,87.3,72.9,19.9,8.2,2.3,2.8,Percentage
2000,36,15.08,30,22.8,82.7,57.1,1.2,3.8,7,3.8,Percentage
2000,37,16.97,31.6,22.1,83.7,50.3,3,2.4,8.4,4.4,Percentage
2000,38,23.26,30.9,22.6,87.4,63.9,35.6,1.9,6.5,4,Percentage
2000,39,21.9,31.8,22.4,87.4,59.8,10,2.1,7.7,3.9,Percentage
2000,40,5,33,21.8,77.7,43.1,0,1.7,8.6,4.4,Percentage
2000,41,8.2,32.5,21.4,88.9,51.1,8.4,1.1,6.7,2.9,Percentage
2000,42,8.2,31.6,21.1,86.3,49.1,12.8,1.9,6,3.4,Percentage
2000,43,8.2,33.4,17.6,79.7,33.6,0,1.5,9.4,4.7,Percentage
2000,44,0,31.4,17.5,79.6,43.7,0.8,1.8,8,3.4,Percentage
2000,45,0,31.3,16.2,83.7,38,0,2.1,9.4,4.1,Percentage
2000,46,0,30.4,13.7,79,37.3,0,2.2,10,3.8,Percentage
2000,47,0,31,14.4,80.4,34.9,0,1.6,9.1,3.5,Percentage
2000,48,0,30.2,16.3,81.1,38.2,1.2,2.7,7.2,3.5,Percentage
2000,49,0,29.6,9.2,77.7,23.7,0,2.3,8.7,4,Percentage
2000,50,0,30,8.1,75.1,19.9,0,1.9,9.5,3.7,Percentage
2000,51,0,29.5,8.2,75.6,23.1,0,2.3,9.3,3.9,Percentage
2000,52,0,29.4,9.8,83.9,28,0,2.8,9.2,3.6,Percentage
2001,44,0,28.1,19.8,94.6,66.1,10.5,2.1,4.4,2.1,Percentage
2002,1,0,26.6,11.8,85,39.7,0.2,2.7,8.5,3.1,Percentage
2002,2,0,27.6,11.6,73.3,37.1,3,2.3,7.3,3.1,Percentage
2002,3,0,31,13.3,85.1,30.9,0,1.5,9.7,3.7,Percentage
2002,4,0,32.5,15.5,72.6,33,0,1.6,9.2,4.8,Percentage
2002,5,0,29.5,16.3,78.6,39.4,0,2.9,8.1,4,Percentage
2002,6,0,30,17.2,80.7,40.4,3.7,4.7,8.5,4.9,Percentage
2002,7,0,32.5,16.2,80.6,26.6,0,3.3,9.9,5.2,Percentage
2002,8,0,34.1,14.9,69.3,19,0,3,10.4,6.3,Percentage
2002,9,0,35.7,16.1,69.1,17,0,2,10,6.6,Percentage
2002,10,0,35.7,19.6,81.7,36.7,25.7,2.8,8.2,5.8,Percentage
2002,11,0,35.4,18.7,68.7,19.7,0,2.6,9,6.2,Percentage
2002,12,0,36.9,18.8,53.3,13,0,2.3,9.1,6.4,Percentage
2002,13,0,38.1,21.4,63.4,16.9,11.8,2.5,8.2,6.4,Percentage
2002,14,0,37.8,22.2,77.7,43,0,2.5,8.3,7.5,Percentage
2002,15,0,37.8,21.8,74.6,37.3,0,2.1,9.2,7.8,Percentage
2002,16,0,39.9,23.7,59.9,21,0,2.4,10.4,8.4,Percentage
2002,17,0,40.1,25.5,61.1,19.9,0,2.3,9.7,8.4,Percentage
2002,18,0,40.7,25,51.6,21.4,0,3.5,9.7,9.3,Percentage
2002,19,0,40.5,27.6,55.3,26.3,0,6.4,9.8,11.1,Percentage
2002,20,0,37.8,24.9,72.3,41,26.9,6.8,6.4,8.5,Percentage
2002,21,0,39,26,57,31.4,8.1,4.8,8.4,9.2,Percentage
2002,22,0,38.1,25,69.9,32.3,18.4,4.1,9.1,7.9,Percentage
2002,23,0,36.1,23.2,81,42.9,49.4,3.4,7.3,6.2,Percentage
2002,24,0,35.4,25.1,75.1,43.9,0,4.1,6.6,5.8,Percentage
2002,25,0,32.3,23.1,81.1,62.1,33.8,9.2,3.4,5.2,Percentage
2002,26,0,31.8,23.1,77.1,51.1,11.3,8.6,6.1,5.4,Percentage
2002,27,0,33.9,23.8,70.6,42.1,9.3,8.4,8.4,7.5,Percentage
2002,28,0,34.8,24.2,71.3,39.1,16.2,6.6,7.2,6.8,Percentage
2002,29,0,30.7,22.4,78.3,60.9,41.6,6.9,3.4,4.3,Percentage
2002,30,0,31.3,21.9,84.6,61.3,48.2,5.7,6.3,4.5,Percentage
2002,31,0,31.8,23.2,84.7,70.3,10.8,2.6,4.4,3.7,Percentage
2002,32,0,27.6,21.1,91.4,75.7,95.4,7.9,1,2.6,Percentage
2002,33,0,29.7,22.1,84.9,62.1,8.6,8.2,3.8,3.8,Percentage
2002,34,0,28.5,21.7,88.1,70.9,35.2,5.4,3.9,3.5,Percentage
2002,35,0,30.7,22.4,82.6,66,7.6,3.7,6.6,4.2,Percentage
2002,36,0,30.2,21.6,88,61.4,17.4,5.1,6.8,3.8,Percentage
2002,37,0,32.6,21,82.9,45.9,0,3.5,8.9,5.2,Percentage
2002,38,0.8,33.5,22,82.6,54.9,1.4,2.1,6.9,4.7,Percentage
2002,39,1.2,34.2,21.1,76.4,59.7,0,2.3,7.7,4.7,Percentage
2002,40,2.2,35.6,20.4,77.3,47.1,0.2,2.3,9.4,5.5,Percentage
2002,41,2.6,32,22.5,88.3,58.9,84,2.3,6.2,3.5,Percentage
2002,42,4,30.3,20,94.1,52.9,74.8,1.8,5.9,2.5,Percentage
2002,43,5.3,31.2,18.3,87.4,37.9,0,2.1,8,4.7,Percentage
2002,44,7.7,30.2,15.9,78.4,33.1,0,2,7.9,4,Percentage
2002,45,7,30.7,16.4,81.9,40.3,0,2.2,7.8,3.5,Percentage
2002,46,6.3,29.9,15,85.7,36.7,0,2.9,7.7,3.3,Percentage
2002,47,5.5,29.7,12,81.3,31.1,0,2.6,8.8,4.4,Percentage
2002,48,0,31.4,11.4,81.6,26,0,2.5,9.2,3.4,Percentage
2002,49,0,29.6,13.2,88.4,34.6,0,2.7,7.1,3.3,Percentage
2002,50,0,29.9,12.6,87.4,32.4,0,2.4,5,3.3,Percentage
2002,51,0,31.2,11.4,81.4,25.4,0,2,7.8,3.3,Percentage
2002,52,0,30.2,14.1,80.6,31.9,0,2.4,8.6,3.5,Percentage
2003,1,0,28.3,15.3,82.6,39.9,0,2.8,6.9,3.3,Percentage
2003,2,0,28.6,14.1,86.1,37.6,0,2.7,6.8,3.2,Percentage
2003,3,0,28.1,10.7,83.7,25.7,0,2.9,7.9,3.5,Percentage
2003,4,0,32.7,14.8,83.6,25.1,0,2.5,9.2,3.9,Percentage
2003,5,0,32.6,15.5,78.9,29,0,3.8,9.9,4.8,Percentage
2003,6,0,31.4,18.1,79.1,35,0,4.4,8.7,4.7,Percentage
2003,7,0,33.9,19.8,76.7,38.6,7.4,4.3,9.5,5,Percentage
2003,8,0,33.5,18.7,84.7,35.1,0,2.7,9.2,4.8,Percentage
2003,9,0,35.1,20.1,67.4,29.1,0,2.5,8.7,6.1,Percentage
2003,10,0,34.7,18.3,64.3,20.1,0,2.9,8.4,6.2,Percentage
2003,11,0,33.8,21.1,85.3,49.4,161.2,3.6,7.2,5,Percentage
2003,12,0,34.5,22.3,71.6,33,6.4,2.4,8.7,5.9,Percentage
2003,13,0,37,21.1,59.6,22.1,0,2.4,8.8,7.3,Percentage
2003,14,0,37.6,22,60.3,33.3,32.8,2.9,8.8,6.3,Percentage
2003,15,0,36.3,22.7,72.3,32.4,0,2.3,8.7,5.7,Percentage
2003,16,0,38.5,25.2,61.4,27.7,0,2.1,8.5,6,Percentage
2003,17,0,39.2,23,53.9,22.3,1.6,3.3,10,8,Percentage
2003,18,0,39.4,25.3,49.4,22.4,0,3.6,10.8,9.3,Percentage
2003,19,0,40,23.6,49.6,19.7,0,2.7,8.4,7.3,Percentage
2003,20,0,41.6,25.8,36.4,18.7,0,4,7.5,9.7,Percentage
2003,21,0,41.8,25.8,30.6,18.1,0,4.2,11.3,10.7,Percentage
2003,22,0,42.1,27.5,31.7,20.4,0,4.7,10.1,12,Percentage
2003,23,0,41.1,28.1,50.7,28.1,12,7.8,9,10.7,Percentage
2003,24,0,35.2,23.9,83.3,50.1,54.6,6.3,6.7,4.3,Percentage
2003,25,0,34.9,24,82.3,51.3,9.8,9.4,7.2,8.4,Percentage
2003,26,0,33.4,23.9,82.9,55.6,3.3,7.6,3,5.9,Percentage
2003,27,0,30.8,23.2,85.3,66.4,50.8,6.5,2.7,3.4,Percentage
2003,28,0,30.9,23,88.9,72.4,130.4,5.1,3.4,3.3,Percentage
2003,29,0,28.9,23,93.6,74.7,70.2,5.8,2,3.2,Percentage
2003,30,0,29.1,22.3,90.1,70,50.2,6.7,2,3.1,Percentage
2003,31,0,29.7,22.3,88.3,67.6,70,4.1,4,3.7,Percentage
2003,32,0,29.1,22.5,91.9,75.6,91.6,5.6,3,3.2,Percentage
2003,33,0,31.3,22.7,86,59.1,1.2,5.1,7.5,4.3,Percentage
2003,34,0,27.8,21.4,93.1,78.9,118.2,5.2,3,2.9,Percentage
2003,35,7.2,30,22.4,83,62.7,1,6.7,5.6,4,Percentage
2003,36,15,31.1,22.4,87.4,63,6.2,5.9,7.2,4.7,Percentage
2003,37,26,31,22.3,84.1,62.7,0.6,5.5,7.2,5.7,Percentage
2003,38,39.8,32,22.8,88,60.1,4.8,3.2,6,4.5,Percentage
2003,39,53.7,29.6,21.9,92.6,69.9,32.4,2,3.1,2.6,Percentage
2003,40,65.2,31.2,22,93.9,60.9,13.4,2.3,7.7,3.9,Percentage
2003,41,70.7,31.3,20.3,87.9,47.9,13.1,2.4,6.9,3.4,Percentage
2003,42,74.6,31.8,19.7,89.9,55.1,40.6,1.8,7.1,3.9,Percentage
2003,43,78.1,27.5,17.2,91.7,58.3,49.2,1.9,5.3,2.6,Percentage
2003,44,81.2,30.1,19.3,93,60.1,8.6,2.1,8,2.2,Percentage
2003,45,84.3,30.1,16.5,90.1,40.1,0,1.9,8.7,2.3,Percentage
2003,46,87.2,29.8,15.3,86.6,43.3,0,2,7.8,2.7,Percentage
2003,47,79,29.2,12.5,88.7,40.1,0,2.5,9.1,2.3,Percentage
2003,48,71,29.2,12.7,88.7,41,0,2.3,9,2.4,Percentage
2003,49,62.7,29.3,9.5,80.1,26.3,0,2.1,9.3,2.4,Percentage
2003,50,52.9,28.9,11.7,84.3,35.9,0,2.7,8.3,2.6,Percentage
2003,51,0,28.5,10,86.3,29.9,0,2.1,9.2,2.9,Percentage
2003,52,0,26.8,15.8,82.5,50.5,0,3.5,4.7,2.7,Percentage
2001,1,1,27.6,14.2,83,45,1,2.2,5.2,2.9,Number/ Light trap
2001,2,5,30.6,14.4,81.9,28.6,0,2.8,8.7,4.2,Number/ Light trap
2001,3,10,30.5,14.1,88.7,30.4,0,3.3,8.3,4.3,Number/ Light trap
2001,4,27,30.4,9.7,78.1,18.4,0,2,8.7,4.2,Number/ Light trap
2001,5,11,31.9,11.2,78.7,21.4,0,2,8.9,4.4,Number/ Light trap
2001,6,6,34.2,11.4,78.1,17.1,0,2.3,9.9,5.5,Number/ Light trap
2001,7,0,34.2,14.1,77,22.6,0,2.8,10.1,5.4,Number/ Light trap
2001,8,0,35.5,15.1,63.3,16.9,0,2.5,10,6.1,Number/ Light trap
2001,9,0,35.9,17.1,70.3,21.6,0,3.4,9.9,6.8,Number/ Light trap
2001,10,2,34.4,19.8,74,29.1,0,3.7,7.5,5.8,Number/ Light trap
2001,11,2,34.7,18.9,74,31.4,0,3.1,7.1,5.7,Number/ Light trap
2001,12,2,37.1,21.8,65.3,22.1,8.4,2.5,6.8,6.2,Number/ Light trap
2001,13,0,37.9,21,57.6,24.3,0,3,9,7.7,Number/ Light trap
2001,14,304,36.7,21.7,67,33,7.8,3.6,8.3,7.2,Number/ Light trap
2001,15,298,35.4,23.2,71.9,41.6,15,3.7,6,5.8,Number/ Light trap
2001,16,187,35.6,22.7,74.6,35.4,66.4,2.5,8.3,4.7,Number/ Light trap
2001,17,195,38.8,24,58.3,21.7,0,2.2,10.5,7.9,Number/ Light trap
2001,18,31,41.2,26.9,58.7,20.9,0,3,10.1,8.5,Number/ Light trap
2001,19,14,41.8,27.5,51.4,16.6,0,4.2,9.9,10.9,Number/ Light trap
2001,20,0,39.3,26.8,51.4,25.6,0,3.5,7.3,8.7,Number/ Light trap
2001,21,0,38.4,25.8,56.4,28.9,0,6.1,9.6,10,Number/ Light trap
2001,22,0,38.4,26.1,56.3,30.9,9,7.3,9.6,10.6,Number/ Light trap
2001,23,0,33.4,24.3,78,52.9,61,3.2,4.2,2.9,Number/ Light trap
2001,24,0,30.2,22.7,84.3,64.6,96.4,9.1,2.6,3.8,Number/ Light trap
2001,25,0,33.4,23.4,74.7,47.6,8.2,9.5,8,7.2,Number/ Light trap
2001,26,0,34,24,70.9,50,0.8,8.6,6.3,7.4,Number/ Light trap
2001,27,0,33,23.8,72.7,47,3.7,8.7,5.1,6.4,Number/ Light trap
2001,28,0,32.3,23.1,74.7,51.3,6.2,8.9,4.1,6.6,Number/ Light trap
2001,29,0,30.8,22.5,73.9,58.3,11.2,7.8,2.9,5.1,Number/ Light trap
2001,30,0,32.8,23.3,82,58.9,10.9,4.7,5.1,5.1,Number/ Light trap
2001,31,1,30.6,22.5,85.7,74.7,72.2,3.8,3.9,4.1,Number/ Light trap
2001,32,12,28.5,22.3,88.1,76.1,93.2,5.6,2.3,3.6,Number/ Light trap
2001,33,0,29.3,22.3,85,69.6,21.4,6.8,3.4,3.7,Number/ Light trap
2001,34,5,29.7,22.6,83.9,60.4,1.4,4.9,3.3,3.9,Number/ Light trap
2001,35,0,31.4,22.8,75.4,57.6,0,4.6,8,5.3,Number/ Light trap
2001,36,1,31.3,22.5,81.6,60.1,17.4,2.5,4.9,4,Number/ Light trap
2001,37,1,33,22.6,87,59.7,10.5,2.3,5.7,4.3,Number/ Light trap
2001,38,0,31.4,22,90,67.4,23.4,1.2,4.8,3,Number/ Light trap
2001,39,9,31.5,21.6,93.1,68.4,96.4,1.7,5.1,2.5,Number/ Light trap
2001,40,39,28.3,21.8,92.6,75.6,139.6,2.5,2.6,2.2,Number/ Light trap
2001,41,35,29.8,22.2,92.3,58,27.4,1.6,4.7,2.1,Number/ Light trap
2001,42,71,30.4,21,91.1,60.6,31.1,2.6,5.6,3.1,Number/ Light trap
2001,43,46,31.2,15.7,90.3,44.3,0,1.9,9.4,3.7,Number/ Light trap
2001,44,15,31.8,16.6,82.9,37,0,1.3,8.6,3.9,Number/ Light trap
2001,45,0,31.1,19.4,86.4,44.1,0,3.2,7.8,4.2,Number/ Light trap
2001,46,14,30.6,19.9,74,48.3,0,3.1,8.6,4.4,Number/ Light trap
2001,47,11,30.2,15.4,84,39.7,0,1.9,8.8,3.5,Number/ Light trap
2001,48,2,29.1,14.1,85.4,40.6,0,2,7.9,3.4,Number/ Light trap
2001,49,8,29.8,9.6,76,26.3,0,1.6,10.1,3.5,Number/ Light trap
2001,50,0,30.4,11.7,83,32.4,0,1.7,9.7,3.4,Number/ Light trap
2001,51,0,28.3,11.7,79,32,0,2.4,8.2,3.3,Number/ Light trap
2001,52,0,28.4,13.4,84.5,42.6,0,1.8,8.3,2.9,Number/ Light trap
2007,1,0,28.4,12,86.4,33.1,0,2.5,8.7,4.2,Number/ Light trap
2007,2,9,27.6,12.9,87.7,36.6,0,3.8,9.3,3.8,Number/ Light trap
2007,3,3,30.2,13.7,85.9,32.7,0,2.7,9.2,4,Number/ Light trap
2007,4,0,30.7,15.5,85.3,34.4,0,3.3,9,4.7,Number/ Light trap
2007,5,1,31.4,15.5,84.3,26,0,4.9,8.9,5.3,Number/ Light trap
2007,6,18,31.9,16.5,83.4,31.1,0,4.3,9.2,4.7,Number/ Light trap
2007,7,15,30.6,16.1,82,33.6,0,4,8.4,4.2,Number/ Light trap
2007,8,14,30.5,14.3,82,26.3,0,5.7,9.9,5.1,Number/ Light trap
2007,9,15,33.9,16.6,66.6,21.6,0,4.6,10.1,6.2,Number/ Light trap
2007,10,63,34.6,21.4,80,28.6,0,6,8.4,6.2,Number/ Light trap
2007,11,64,34.4,19.3,69.9,24.7,0,5.4,8.7,6.7,Number/ Light trap
2007,12,122,37.6,22.4,61.4,19.4,0,3.8,7,6.8,Number/ Light trap
2007,13,132,37.4,20.6,70.4,18.9,0,4.5,8.4,7.1,Number/ Light trap
2007,14,125,38.8,22,74.9,19.6,0,4.8,8.8,7.4,Number/ Light trap
2007,15,46,37.6,23.4,74.4,27.3,2.6,6.1,8,7.1,Number/ Light trap
2007,16,272,34.8,22.2,75.7,36.1,15.2,5,8.9,6.5,Number/ Light trap
2007,17,206,39.2,23.8,58.7,19.3,0,4.7,10.3,7.6,Number/ Light trap
2007,18,187,39.3,25.4,73,32,31,5.6,9,8.9,Number/ Light trap
2007,19,47,40.1,27.8,51.9,21.9,0,8.4,9.5,8,Number/ Light trap
2007,20,35,40.3,27.2,42.9,19.7,0,9.2,10.5,9.9,Number/ Light trap
2007,21,2,38.7,27.2,69.7,32,7.6,9.2,9.7,9.1,Number/ Light trap
2007,22,17,37.3,26,71.4,49.1,0.6,7.3,6.5,8,Number/ Light trap
2007,23,14,35.7,25.4,79.9,53.9,14.2,9.1,5.8,7.5,Number/ Light trap
2007,24,2,34.2,26,83,57.4,6.8,6.2,4.8,5.9,Number/ Light trap
2007,25,2,31.5,24.5,88,70,55.6,10.4,2.4,6,Number/ Light trap
2007,26,6,28.2,23.4,90.4,77.3,57.1,15.2,0.9,4,Number/ Light trap
2007,27,14,32.2,24.8,80.1,58.7,0,19.4,6.8,6.8,Number/ Light trap
2007,28,0,32.3,24.1,84.4,57.9,39,13.7,4,6.8,Number/ Light trap
2007,29,0,31.1,24.5,84.3,64.6,6.4,8,5,6.7,Number/ Light trap
2007,30,4,32.1,24.1,87.6,63,0,5,5,5.4,Number/ Light trap
2007,31,0,30.6,23.6,90.4,70.3,54,8.1,4.1,4.6,Number/ Light trap
2007,32,0,30.2,23.8,87.6,72.7,20.7,13.5,5.3,5.5,Number/ Light trap
2007,33,17,30.4,23.2,85.3,59.4,5,8.8,5.3,6.8,Number/ Light trap
2007,34,9,31.3,23.3,87.1,66.7,48,5.4,6.7,5.6,Number/ Light trap
2007,35,13,29.2,22.9,94.4,73.9,56,5.7,2.6,5.1,Number/ Light trap
2007,36,26,29.2,23.4,89.1,73,24.4,7.7,3.3,4.9,Number/ Light trap
2007,37,14,31.4,23.2,91.4,66.3,39.2,3.2,5.2,4.5,Number/ Light trap
2007,38,29,27.9,23.1,93.4,79.6,53.6,5.9,1.5,3.8,Number/ Light trap
2007,39,28,30.4,22.9,87.9,64.6,23.3,7,5.6,6,Number/ Light trap
2007,40,76,30.2,21.9,89,57.1,6,3.4,2.7,5.3,Number/ Light trap
2007,41,66,31.8,18.3,85.4,35.9,0,2.7,8.3,6.1,Number/ Light trap
2007,42,73,30.8,18.8,88.7,54,2.8,2.5,7.6,5.6,Number/ Light trap
2007,43,136,29.9,18.9,88.9,52.9,0,3.7,6.8,5.6,Number/ Light trap
2007,44,250,29.1,20.1,92.1,60.9,21.8,3.3,4.4,4.8,Number/ Light trap
2007,45,47,31.2,16.2,92.3,39.7,0,2.6,9.3,5.9,Number/ Light trap
2007,46,61,29.4,11.7,85.9,25.9,0,3.4,8.6,5.1,Number/ Light trap
2007,47,89,28.5,10.7,84.3,29.9,0,2.9,9.3,4.4,Number/ Light trap
2007,48,11,29.2,12.8,83.6,41.9,0,2.7,8.8,4.4,Number/ Light trap
2007,49,6,27.9,13.6,84.6,39.4,0,3.1,7.1,4.1,Number/ Light trap
2007,50,9,28.6,14.8,89.1,37.3,0,3.2,7.9,4.5,Number/ Light trap
2007,51,4,29.7,15.4,79.1,38,0,4.4,7.6,4.9,Number/ Light trap
2007,52,0,32,13.4,80,30.4,0,2.2,9.3,5.1,Number/ Light trap
2008,1,0,29.1,12.7,81.3,28.9,0,3.8,8.9,4.6,Number/ Light trap
2008,2,0,29.9,12.1,80.6,28.9,0,2.9,9.2,4.5,Number/ Light trap
2008,3,0,31.1,12,78.1,23.9,0,3,9.9,5,Number/ Light trap
2008,4,0,30.8,14.9,78,32.1,0,4.4,8.6,4.9,Number/ Light trap
2008,5,0,30.6,14.8,72.6,34.1,0,3.6,9.3,5,Number/ Light trap
2008,6,6,28.7,19.7,81.3,47.7,1.2,4.6,4.3,3.4,Number/ Light trap
2008,7,13,29.2,18.7,89.4,43.3,73.2,4.6,6.8,4.3,Number/ Light trap
2008,8,2,32.6,18.6,86.1,38.1,0,3.4,9.3,5.5,Number/ Light trap
2008,9,4,32.9,15.3,76.4,26.4,0,3,9.7,5.6,Number/ Light trap
2008,10,14,35.1,15.7,66.6,18.6,0,3.7,8.9,6.1,Number/ Light trap
2008,11,18,34.1,20.5,74,29.9,0,4.4,7.4,6.2,Number/ Light trap
2008,12,11,31.3,21.5,81.1,68.6,91.6,5.4,5,5.4,Number/ Light trap
2008,13,58,32.7,22.3,84.9,50.6,6.4,3.4,6.2,5.4,Number/ Light trap
2008,14,56,33.6,21.5,76.6,39,36.4,4.7,8.5,5.7,Number/ Light trap
2008,15,109,34.7,21.1,71.6,39.9,26,2.8,8.8,5.5,Number/ Light trap
2008,16,97,37.9,22.3,66.3,36.9,0,3.3,10.2,6.6,Number/ Light trap
2008,17,172,38.4,22.1,65.7,31.6,0,3.4,10,6.4,Number/ Light trap
2008,18,197,39.6,24.4,49.6,23.7,0,5.9,10.6,6.9,Number/ Light trap
2008,19,80,39,24.7,38.3,19.3,0,5.9,10.4,7.1,Number/ Light trap
2008,20,40,39.6,25.9,54.9,24.4,4,8.9,11,7.6,Number/ Light trap
2008,21,37,37.4,26.6,61.6,31.6,8,7.9,8.3,7.5,Number/ Light trap
