year,week,Pestvalue,MaxT(¡æ),MinT(¡æ),RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),Pest/Disease Name
2003,1,0,27.9,14.8,94.7,51.3,0,3.1,8.7,2.7,Number of hopper/ hill
2003,2,0,27.2,15,93.9,53.1,0,2.1,8.7,2.4,Number of hopper/ hill
2003,3,0,28.7,18.3,94.1,56.7,0.6,4.8,6.7,2.8,Number of hopper/ hill
2003,4,0,25.3,16.4,90.9,57.4,0.3,6.5,5.3,3,Number of hopper/ hill
2003,5,0,28.8,18.7,95.7,55,0,5.2,6.3,2.8,Number of hopper/ hill
2003,6,0,27.1,17.2,94.9,53.3,4.4,3.5,6.9,2.9,Number of hopper/ hill
2003,7,0,30.7,16,93.9,33,0,2.6,10.2,4,Number of hopper/ hill
2003,8,0,30.4,21.4,95.3,56.9,15.4,5.1,6.4,3.4,Number of hopper/ hill
2003,9,0,31.1,22.3,92.6,56.7,17.5,6,6.5,4.2,Number of hopper/ hill
2003,10,0,31.1,21.5,95.3,54.7,0,3.5,7.5,4.2,Number of hopper/ hill
2003,11,0,31.7,22.8,93.4,58.1,41.1,4.7,7,3.9,Number of hopper/ hill
2003,12,0,34,23.8,92.6,45.1,0,6.1,9.1,5.1,Number of hopper/ hill
2003,13,0,32.1,23.1,92.3,47.4,1.6,6.2,8.5,4.9,Number of hopper/ hill
2003,14,0,32.9,22.5,90.7,55.9,18.5,5.5,9.2,4.9,Number of hopper/ hill
2003,15,0,35.1,25.4,92.4,54.6,0,7.6,9.1,5.9,Number of hopper/ hill
2003,16,0,35.8,25.9,91.4,50.9,0,7.9,9.3,6.2,Number of hopper/ hill
2003,17,0,36.4,24.7,90.9,48.7,9.8,10.6,8.2,6.2,Number of hopper/ hill
2003,18,0,35,25.7,91.3,59.6,11.4,7.2,9.2,5.1,Number of hopper/ hill
2003,19,0,34.5,25.3,88.3,62.3,28,7.5,8,4.9,Number of hopper/ hill
2003,20,0,35.4,26.2,86.9,49.3,0,6.3,11.1,6.5,Number of hopper/ hill
2003,21,0,37.6,28.8,88.7,54.4,5.6,9.6,9.7,7.3,Number of hopper/ hill
2003,22,0,41.1,29.7,86.7,39.4,0,8.7,8.9,7.5,Number of hopper/ hill
2003,23,0,38.8,28.2,85.4,48.1,0,10,8.3,7.6,Number of hopper/ hill
2003,24,0,35.5,26.8,86.1,70,38.9,8.3,3.2,5.5,Number of hopper/ hill
2003,25,0,35.1,27.1,90.3,65.9,75.4,6.3,4.7,3.6,Number of hopper/ hill
2003,26,0,30.7,26.2,93.4,80.1,14.8,3,0.9,2.1,Number of hopper/ hill
2003,27,0,31,26.1,93.9,83.4,115.8,5.5,1.9,2.2,Number of hopper/ hill
2003,28,0,30.7,24.9,96.3,82.3,115.2,5.2,0.9,1.7,Number of hopper/ hill
2003,29,0,33,26.1,93.1,69.3,38.6,5.9,5.1,4.1,Number of hopper/ hill
2003,30,0,34.8,26.1,92,69.1,99.9,4.9,8.7,4,Number of hopper/ hill
2003,31,0,31.7,26.8,93.9,75.6,81.3,7.2,5.9,4.4,Number of hopper/ hill
2003,32,0,31.9,26.3,94.7,76.1,49.6,3.4,2.5,3.1,Number of hopper/ hill
2003,33,0,31.4,25.8,95,82.4,63.8,5.4,2.1,2.3,Number of hopper/ hill
2003,34,0,31.6,26.2,92.1,79.7,54.1,3.6,6.4,3.6,Number of hopper/ hill
2003,35,0,31.6,25.6,96.3,75.9,63,4.1,3,3,Number of hopper/ hill
2003,36,0,31.5,25.9,92.4,79.7,99.6,3.4,4.4,2.3,Number of hopper/ hill
2003,37,2.9,28.9,25.2,95.7,86.6,101.7,4.6,1,1.9,Number of hopper/ hill
2003,38,9.7,31.7,25.8,91.4,77.3,50.2,3.9,6.8,3.8,Number of hopper/ hill
2003,39,19.4,32.9,26.5,91.1,74,19.2,3,7.5,4,Number of hopper/ hill
2003,40,9,32.3,25.7,88.3,72.9,9.8,2.4,6.7,3.7,Number of hopper/ hill
2003,41,6,32.7,25.9,90,71.6,2.7,2.1,7.7,3.8,Number of hopper/ hill
2003,42,5.3,28.9,24.9,96.1,89.4,121.4,4.6,3,1.8,Number of hopper/ hill
2003,43,4.4,31.4,24.9,94.7,68.3,45.4,2.3,6.7,3,Number of hopper/ hill
2003,44,1.3,29.1,23.1,94.7,75.4,39.8,4.8,4.9,2.7,Number of hopper/ hill
2003,45,0,30.5,22.7,92.3,67.1,0,2.5,8.3,3.3,Number of hopper/ hill
2003,46,0,29.3,21.8,93.3,68.7,61.8,6.1,6.6,2.8,Number of hopper/ hill
2003,47,0,29.8,22.4,94.6,61.6,0,3.9,5.7,2.8,Number of hopper/ hill
2003,48,0,29.1,16.4,90.4,45.1,0,2,9.4,2.7,Number of hopper/ hill
2003,49,0,29,14.4,92.6,40.4,0,1.5,9.6,3,Number of hopper/ hill
2003,50,0,27.7,15.5,93.1,44.7,0,2.1,8,2.9,Number of hopper/ hill
2003,51,0,27.3,13.6,91.9,40.6,0,2.2,9.2,2.9,Number of hopper/ hill
2003,52,0,26.8,12.9,93.6,37.9,0,1.6,8.7,2.9,Number of hopper/ hill
2001,1,0,27.5,15.9,97.4,51.3,0,2.3,7.8,2.6,Percent Damage
2001,2,0,28.2,17.3,95.6,56.7,0,2.8,7,2.9,Percent Damage
2001,3,0,28.9,18.7,95.3,59.7,0,4.5,7.1,3.2,Percent Damage
2001,4,0,28.6,14.9,95.3,41.1,0,2.5,9.4,3.5,Percent Damage
2001,5,0,29.3,15.7,95.7,47.6,0,2.4,9.5,3.4,Percent Damage
2001,6,0,29.7,15.8,96,50.6,0,2.6,9.2,3.8,Percent Damage
2001,7,0,28.6,17.2,95.1,51,33,2.5,9.4,3.5,Percent Damage
2001,8,0,31.8,21.4,95.1,52.1,0,4.5,9.2,4.7,Percent Damage
2001,9,0,32.4,21,95.1,47,13,4.6,9,5.1,Percent Damage
2001,10,0,32.8,19.9,92,35.6,0,3.6,10,5.6,Percent Damage
2001,11,0,36.1,23.3,92,44.4,0,6.2,8.6,5.9,Percent Damage
2001,12,0,34.5,23.9,94.6,50.1,0,4.1,7.4,5.1,Percent Damage
2001,13,0,34,25.6,91.9,59.7,0,10.4,8.3,5.5,Percent Damage
2001,14,0,34.5,24.4,93.4,45.9,0.8,6.9,8.3,5.8,Percent Damage
2001,15,0,34.7,24.8,90.1,50.7,0,7.2,7.2,5.7,Percent Damage
2001,16,0,36.9,25.5,91.7,45.6,0,6.4,8,6.2,Percent Damage
2001,17,0,36.5,24.8,89,56.9,17.4,7.5,9,7.5,Percent Damage
2001,18,0,34.9,27,91.3,61,12.6,7.7,8.8,6.4,Percent Damage
2001,19,0,36.4,27.4,90.6,55.4,0,7.9,7.2,6.5,Percent Damage
2001,20,0,36.3,26.9,88,55,24,9.1,9.1,8.2,Percent Damage
2001,21,0,35.6,26.7,88.9,57.9,2.2,7.4,9.4,6.1,Percent Damage
2001,22,0,37.4,28.2,88.9,55.1,0,10.7,7.6,6.6,Percent Damage
2001,23,0,36.1,25.9,91.1,56.7,5,9.5,5.7,5.5,Percent Damage
2001,24,0,34,25.5,87.6,70.7,23.2,5.8,8.6,4.8,Percent Damage
2001,25,0,30.5,25.5,94.4,77.3,130.1,8,1.5,3.2,Percent Damage
2001,26,0,32.3,25.7,93.1,71.6,24.4,5.1,0.4,3.5,Percent Damage
2001,27,0,32.7,25.6,91.7,70,54.8,5.1,2.5,3.1,Percent Damage
2001,28,0,33,26.5,91.1,67.9,1.6,5.7,7.8,4.9,Percent Damage
2001,29,0,33,26.8,89.6,73.6,20.2,5.2,7,4.6,Percent Damage
2001,30,0,29.8,24.9,92.6,88.9,145.6,6.6,0.8,2.1,Percent Damage
2001,31,0,29.3,25.8,93.1,93.1,8,5,2.8,3.4,Percent Damage
2001,32,0,30.2,25.4,90.9,80.1,43.6,3.7,1.8,2.7,Percent Damage
2001,33,0,31.7,26.5,91.1,80.1,29.9,3.3,5.2,3.5,Percent Damage
2001,34,0,30.1,25,93.3,77.3,45.1,4.2,2.6,2.7,Percent Damage
2001,35,0,31.1,25.4,91.6,77.3,69.7,5.7,6.3,2.9,Percent Damage
2001,36,0,31.2,25.8,92,75.3,5.4,6.9,5.6,3.6,Percent Damage
2001,37,0,33.6,26.2,88,64.3,15.6,8.2,9.6,5.1,Percent Damage
2001,38,0,33.8,26.3,90,68.6,0,6.8,5.1,3.8,Percent Damage
2001,39,1.2,33.6,25.6,91.9,70.3,8,3.2,6.3,3.7,Percent Damage
2001,40,7.47,31.6,26,91.9,74.4,9.2,5.1,6.7,3.2,Percent Damage
2001,41,19.64,32.2,23.6,91,54.4,37.3,2.1,7.2,3.2,Percent Damage
2001,42,24.84,31,23.6,90.9,57.7,0,3.6,7,3.5,Percent Damage
2001,43,29.02,31.4,22.9,89.9,63,0,3.3,9.3,3.7,Percent Damage
2001,44,40.02,30.1,21.8,89.7,55,13.2,4.2,7.5,3.2,Percent Damage
2001,45,33.35,30.4,23,92.4,68.3,4.4,2.8,6.2,3.1,Percent Damage
2001,46,24.61,30.6,18.2,93.3,44,0,1.9,9.8,3.1,Percent Damage
2001,47,0,28.8,15.7,90.6,43,0,2.2,9.5,3.3,Percent Damage
2001,48,0,28.7,15.2,89.1,45.9,0,3,8.9,3.1,Percent Damage
2001,49,0,26.8,17.7,90,51.4,0,5.3,3.9,3.7,Percent Damage
2001,50,0,26.5,11.7,92.7,34.4,0,2.5,9.7,3.1,Percent Damage
2001,51,0,26.7,12.2,93.1,35.3,0,2.4,8.9,2.6,Percent Damage
2001,52,0,27.5,11.6,93.1,33.5,0,1.4,8.5,2.3,Percent Damage
2002,1,0,26.9,11.3,91.7,36.3,0,1.9,8.8,2.4,Percent Damage
2002,2,0,26.3,14.6,87,37.1,0,2.9,4.5,2.5,Percent Damage
2002,3,0,27.2,15,93.4,51.9,11.3,2.6,6.7,2,Percent Damage
2002,4,0,25.3,12.5,93.4,39.7,5.6,4.1,9.1,2.7,Percent Damage
2002,5,0,28.6,15.7,94.4,50.7,0,2.5,8.9,3.2,Percent Damage
2002,6,0,29.4,16.9,91.9,44.6,0,14.1,8.3,3.2,Percent Damage
2002,7,0,31,14.6,95,29.9,0,4.9,10,4.5,Percent Damage
2002,8,0,30.6,19.3,95,40.7,3.3,5.9,8.3,4.1,Percent Damage
2002,9,0,32.6,20.7,95.6,46.9,0,1.5,9.3,4.3,Percent Damage
2002,10,0,34.1,21.5,94.4,39,0,4.5,8.6,4.3,Percent Damage
2002,11,0,35.3,24.2,93.7,48,0,4.7,7.5,4.8,Percent Damage
2002,12,0,36.8,23.8,95.1,48,7.6,5.8,8.3,5.5,Percent Damage
2002,13,0,30,22,94.4,61.3,37.4,6.6,6.8,3.7,Percent Damage
2002,14,0,29.9,21.8,92.6,59.4,73.2,5.7,6.1,4.7,Percent Damage
2002,15,0,32.9,22.3,91,60.9,9.6,6.9,8.6,5.4,Percent Damage
2002,16,0,34.3,23.3,92,57,15,6.5,7.3,5.5,Percent Damage
2002,17,0,33.5,23.1,92.1,60.3,20.8,9.4,8.9,5.7,Percent Damage
2002,18,0,34.6,24.6,91.7,53.1,0,4.8,7.7,4.7,Percent Damage
2002,19,0,34.6,25.3,89.7,53.3,0,7.7,7.9,6.1,Percent Damage
2002,20,0,36.5,26.7,89,55.3,0,9.4,8.1,7.2,Percent Damage
2002,21,0,38.3,26.7,89.6,53.9,2,8.5,9.5,7.1,Percent Damage
2002,22,0,38.6,26.3,86,47.9,11.4,8.7,9,7.4,Percent Damage
2002,23,0,39.4,26,90.1,45.6,9.1,6.1,7,6.6,Percent Damage
2002,24,0,37,27.1,91.7,47.7,0,7.9,6.5,6.6,Percent Damage
2002,25,0,34.8,25.7,92.4,60.7,74.6,6.5,3.7,4.8,Percent Damage
2002,26,0,30.2,25.7,93.7,77,215.4,8.9,1,2.9,Percent Damage
2002,27,0,32.3,25.5,93.4,69.1,55.7,4.8,2.4,4.4,Percent Damage
2002,28,0,34.1,26.8,92.4,61.7,1.2,6.5,4,4.8,Percent Damage
2002,29,0,31.8,25.6,92.1,76.4,48.1,4.1,2.2,3.3,Percent Damage
2002,30,0,32.4,26.4,93.9,71.6,23.4,3.9,3.5,3.9,Percent Damage
2002,31,0,30.6,25.8,95,84.3,269,7.7,1.8,2.5,Percent Damage
2002,32,0,31.2,25.4,93.9,73.7,183.9,5.3,3.5,3.2,Percent Damage
2002,33,0,31.8,25.7,94,74.1,37.4,4.7,3,3.8,Percent Damage
2002,34,0,30.5,25.5,93.1,73.6,191,9.6,3.3,2.7,Percent Damage
2002,35,0,32.2,25.9,94,72.4,149.6,8.4,5.7,3.2,Percent Damage
2002,36,0,32.5,25.9,94.1,74.4,72.8,3.2,3.6,3.7,Percent Damage
2002,37,0,29.5,24.4,94.1,77.1,102.6,3.7,2.3,4.4,Percent Damage
2002,38,0,33.5,26.5,91.1,77.3,1,2.8,6.8,3.9,Percent Damage
2002,39,0.6,31.1,25.4,92.4,77.3,69.8,5.6,4.6,3,Percent Damage
2002,40,0.2,33.1,24.1,91.1,63.7,22.6,2.6,7.2,4.1,Percent Damage
2002,41,0.5,33.5,25,91.9,64.1,0,1.8,8.2,3.7,Percent Damage
2002,42,2.4,32.4,24.1,91.6,67.7,0,1.6,8.1,3.2,Percent Damage
2002,43,0.4,31.2,22.4,92,67.1,12.6,2.6,7.9,3.3,Percent Damage
2002,44,0.4,30,22.9,95.6,74,0,2.8,5.7,2.6,Percent Damage
2002,45,1.1,30.5,21.5,94,68.6,0,3,9.7,3.6,Percent Damage
2002,46,0,31.7,22.7,94.1,64,58.9,2.1,7.2,2.5,Percent Damage
2002,47,0,29.3,20.7,94.4,55.6,0,2.6,7,2.6,Percent Damage
2002,48,0,30.2,21.6,94.6,64.1,0,2.8,6.6,2.7,Percent Damage
2002,49,0,28.5,19.3,92.1,59.9,0,2.9,6.7,2.7,Percent Damage
2002,50,0,26,17.8,91.7,81,25.2,3.8,4.6,2.2,Percent Damage
2002,51,0,25.2,16.2,90.4,77.4,0,3.3,7.1,2.5,Percent Damage
2002,52,0,26,15.6,93.1,71.3,0,2.9,7.8,2.4,Percent Damage
2007,1,0,25.7,13.5,91.6,39.6,0,2.6,8.2,2.6,Number/ Light trap
2007,2,0,26.2,14.8,95.1,45.6,0.4,2.5,6.2,2.3,Number/ Light trap
2007,3,2,29.3,15.5,97.7,47,0,3.4,8.5,2.8,Number/ Light trap
2007,4,0,28.7,19,93.1,56.3,0,3.9,6.7,3.1,Number/ Light trap
2007,5,2,25.4,16.4,93.9,56,11,6.4,5.8,2.7,Number/ Light trap
2007,6,0,29.9,16.5,92.9,42.1,0,3.1,9.1,3.2,Number/ Light trap
2007,7,0,29.7,19,92.4,48,0,3.6,8,3.7,Number/ Light trap
2007,8,2,33.1,20.4,96.7,33.9,0,3.6,9,4.4,Number/ Light trap
2007,9,0,32.3,21.2,93.4,38.3,0,4.6,8.6,5,Number/ Light trap
2007,10,10,32.5,22.5,93.6,47.9,1.8,5,7.3,4.5,Number/ Light trap
2007,11,39,35.5,23.7,95.9,36.7,0,4.8,8.3,5.3,Number/ Light trap
2007,12,43,35.6,21.8,91.9,33.1,0,5.7,8.7,6,Number/ Light trap
2007,13,131,34.3,24.4,87,60,12.2,9,6.5,5.8,Number/ Light trap
2007,14,39,35.1,24.6,83.9,51.4,1.5,11.6,8.5,6.2,Number/ Light trap
2007,15,15,34.7,24.4,87,43.6,7.4,8.7,8.3,6.8,Number/ Light trap
2007,16,23,34.9,26.3,83.9,47,1.6,14.3,10.1,8.3,Number/ Light trap
2007,17,30,37.3,26.5,82.6,43.4,0,12.1,9.1,7.8,Number/ Light trap
2007,18,6,37.4,27.4,78.1,47.3,1.2,15.8,9.2,8.8,Number/ Light trap
2007,19,38,39.2,28.1,83.3,47,5.6,11.2,8.7,8.2,Number/ Light trap
2007,20,43,37.3,26.8,88.9,51.6,46.6,7.2,8.6,6.2,Number/ Light trap
2007,21,60,37.9,27,80,47,13,11.4,9.3,8.5,Number/ Light trap
2007,22,17,35.1,24.8,86.7,52.1,14.6,8,9.3,6.6,Number/ Light trap
2007,23,24,37.8,27.4,88.9,52.9,0,9.1,9.1,7.6,Number/ Light trap
2007,24,33,33.4,26,90.7,67.4,54.4,8.7,2.6,3.9,Number/ Light trap
2007,25,7,35.4,26.4,85.7,57.4,16.4,6.9,6.3,5.9,Number/ Light trap
2007,26,9,31.8,25.8,91.3,76.4,49.2,6.3,3.3,3.9,Number/ Light trap
2007,27,7,33.4,26.9,88.7,70.3,19.4,5,2.1,3.3,Number/ Light trap
2007,28,16,36.4,27.9,79.9,52.3,3,5.4,4.2,5.1,Number/ Light trap
2007,29,1,33.6,26.2,89.9,76.4,264.4,7.4,5.5,5.3,Number/ Light trap
2007,30,70,33.3,26.5,82.1,63.3,28.6,6.8,4.5,5.1,Number/ Light trap
2007,31,27,32.5,26.3,91.4,76,16.6,5.9,3.7,3.9,Number/ Light trap
2007,32,13,31.7,25.7,90.7,80.3,90.1,5.1,2.6,3.2,Number/ Light trap
2007,33,66,30.6,25.5,91.3,79.1,79.6,5.4,0.9,2.8,Number/ Light trap
2007,34,100,30.7,25.6,90.3,79.6,90.1,5.4,3.8,3.4,Number/ Light trap
2007,35,77,31.2,25.5,93,76.4,38.3,4.6,3.1,3.1,Number/ Light trap
2007,36,205,31.9,25.6,94.3,82.6,60.6,4.5,3.6,3,Number/ Light trap
2007,37,101,31,25.9,92,75.7,7,4.2,3.5,2.8,Number/ Light trap
2007,38,7,32.2,25.2,89.4,73.3,12.2,4.7,5.1,3.7,Number/ Light trap
2007,39,2476,30.8,24.5,93.9,76.1,64.2,4.5,3.3,2.5,Number/ Light trap
2007,40,264,33.3,25.8,91.9,59.4,6.6,2.6,8.3,4.1,Number/ Light trap
2007,41,67200,31.4,25,92.6,77.9,13.2,3.6,7.5,3.5,Number/ Light trap
2007,42,85080,30.3,24.3,93.3,70.7,13.2,4.1,5.8,3.2,Number/ Light trap
2007,43,15451,30.3,23.1,92.4,63,0,2.1,7.4,3.3,Number/ Light trap
2007,44,3151,29.8,20.7,90.9,47.9,0,1.8,7.4,3.2,Number/ Light trap
2007,45,41800,29.8,20.3,92.6,54.3,0,3,6.9,3.2,Number/ Light trap
2007,46,17344,27.8,19.8,92.6,58.6,4,5.1,5.9,2.9,Number/ Light trap
2007,47,1380,28.6,16.4,90.7,48.6,0,2,8.9,2.9,Number/ Light trap
2007,48,7523,28.8,16.5,89,41,0,2.6,8,3,Number/ Light trap
2007,49,0,28.4,15.3,90.3,43.7,0,2.3,9,3,Number/ Light trap
2007,50,0,27.7,15,90.3,45.7,0,2.7,8.1,2.9,Number/ Light trap
2007,51,0,27.2,14,90.7,44.3,0,2.5,10,2.9,Number/ Light trap
2007,52,0,27.1,13.7,91.3,42.1,0,2.4,9.7,2.9,Number/ Light trap
2007,1,10,25.7,13.5,91.6,39.6,0,2.6,8.2,2.6,Number/ Light trap
2007,2,18,26.2,14.8,95.1,45.6,0.4,2.5,6.2,2.3,Number/ Light trap
2007,3,82,29.3,15.5,97.7,47,0,3.4,8.5,2.8,Number/ Light trap
2007,4,40,28.7,19,93.1,56.3,0,3.9,6.7,3.1,Number/ Light trap
2007,5,94,25.4,16.4,93.9,56,11,6.4,5.8,2.7,Number/ Light trap
2007,6,198,29.9,16.5,92.9,42.1,0,3.1,9.1,3.2,Number/ Light trap
2007,7,68,29.7,19,92.4,48,0,3.6,8,3.7,Number/ Light trap
2007,8,76,33.1,20.4,96.7,33.9,0,3.6,9,4.4,Number/ Light trap
2007,9,24,32.3,21.2,93.4,38.3,0,4.6,8.6,5,Number/ Light trap
2007,10,67,32.5,22.5,93.6,47.9,1.8,5,7.3,4.5,Number/ Light trap
2007,11,56,35.5,23.7,95.9,36.7,0,4.8,8.3,5.3,Number/ Light trap
2007,12,30,35.6,21.8,91.9,33.1,0,5.7,8.7,6,Number/ Light trap
2007,13,33,34.3,24.4,87,60,12.2,9,6.5,5.8,Number/ Light trap
2007,14,16,35.1,24.6,83.9,51.4,1.5,11.6,8.5,6.2,Number/ Light trap
2007,15,20,34.7,24.4,87,43.6,7.4,8.7,8.3,6.8,Number/ Light trap
2007,16,30,34.9,26.3,83.9,47,1.6,14.3,10.1,8.3,Number/ Light trap
2007,17,18,37.3,26.5,82.6,43.4,0,12.1,9.1,7.8,Number/ Light trap
2007,18,11,37.4,27.4,78.1,47.3,1.2,15.8,9.2,8.8,Number/ Light trap
2007,19,32,39.2,28.1,83.3,47,5.6,11.2,8.7,8.2,Number/ Light trap
2007,20,12,37.3,26.8,88.9,51.6,46.6,7.2,8.6,6.2,Number/ Light trap
2007,21,28,37.9,27,80,47,13,11.4,9.3,8.5,Number/ Light trap
2007,22,8,35.1,24.8,86.7,52.1,14.6,8,9.3,6.6,Number/ Light trap
2007,23,10,37.8,27.4,88.9,52.9,0,9.1,9.1,7.6,Number/ Light trap
2007,24,11,33.4,26,90.7,67.4,54.4,8.7,2.6,3.9,Number/ Light trap
2007,25,14,35.4,26.4,85.7,57.4,16.4,6.9,6.3,5.9,Number/ Light trap
2007,26,21,31.8,25.8,91.3,76.4,49.2,6.3,3.3,3.9,Number/ Light trap
2007,27,28,33.4,26.9,88.7,70.3,19.4,5,2.1,3.3,Number/ Light trap
2007,28,30,36.4,27.9,79.9,52.3,3,5.4,4.2,5.1,Number/ Light trap
2007,29,27,33.6,26.2,89.9,76.4,264.4,7.4,5.5,5.3,Number/ Light trap
2007,30,35,33.3,26.5,82.1,63.3,28.6,6.8,4.5,5.1,Number/ Light trap
2007,31,18,32.5,26.3,91.4,76,16.6,5.9,3.7,3.9,Number/ Light trap
2007,32,22,31.7,25.7,90.7,80.3,90.1,5.1,2.6,3.2,Number/ Light trap
2007,33,10,30.6,25.5,91.3,79.1,79.6,5.4,0.9,2.8,Number/ Light trap
2007,34,66,30.7,25.6,90.3,79.6,90.1,5.4,3.8,3.4,Number/ Light trap
2007,35,46,31.2,25.5,93,76.4,38.3,4.6,3.1,3.1,Number/ Light trap
2007,36,103,31.9,25.6,94.3,82.6,60.6,4.5,3.6,3,Number/ Light trap
2007,37,98,31,25.9,92,75.7,7,4.2,3.5,2.8,Number/ Light trap
2007,38,19,32.2,25.2,89.4,73.3,12.2,4.7,5.1,3.7,Number/ Light trap
2007,39,76,30.8,24.5,93.9,76.1,64.2,4.5,3.3,2.5,Number/ Light trap
2007,40,35,33.3,25.8,91.9,59.4,6.6,2.6,8.3,4.1,Number/ Light trap
2007,41,175,31.4,25,92.6,77.9,13.2,3.6,7.5,3.5,Number/ Light trap
2007,42,57,30.3,24.3,93.3,70.7,13.2,4.1,5.8,3.2,Number/ Light trap
2007,43,48,30.3,23.1,92.4,63,0,2.1,7.4,3.3,Number/ Light trap
2007,44,10,29.8,20.7,90.9,47.9,0,1.8,7.4,3.2,Number/ Light trap
2007,45,41,29.8,20.3,92.6,54.3,0,3,6.9,3.2,Number/ Light trap
2007,46,38,27.8,19.8,92.6,58.6,4,5.1,5.9,2.9,Number/ Light trap
2007,47,13,28.6,16.4,90.7,48.6,0,2,8.9,2.9,Number/ Light trap
2007,48,25,28.8,16.5,89,41,0,2.6,8,3,Number/ Light trap
2007,49,0,28.4,15.3,90.3,43.7,0,2.3,9,3,Number/ Light trap
2007,50,0,27.7,15,90.3,45.7,0,2.7,8.1,2.9,Number/ Light trap
2007,51,0,27.2,14,90.7,44.3,0,2.5,10,2.9,Number/ Light trap
2007,52,0,27.1,13.7,91.3,42.1,0,2.4,9.7,2.9,Number/ Light trap
2007,1,42,25.7,13.5,91.6,39.6,0,2.6,8.2,2.6,Number/ Light trap
2007,2,140,26.2,14.8,95.1,45.6,0.4,2.5,6.2,2.3,Number/ Light trap
2007,3,1054,29.3,15.5,97.7,47,0,3.4,8.5,2.8,Number/ Light trap
2007,4,691,28.7,19,93.1,56.3,0,3.9,6.7,3.1,Number/ Light trap
2007,5,6406,25.4,16.4,93.9,56,11,6.4,5.8,2.7,Number/ Light trap
2007,6,15108,29.9,16.5,92.9,42.1,0,3.1,9.1,3.2,Number/ Light trap
2007,7,3769,29.7,19,92.4,48,0,3.6,8,3.7,Number/ Light trap
2007,8,720,33.1,20.4,96.7,33.9,0,3.6,9,4.4,Number/ Light trap
2007,9,149,32.3,21.2,93.4,38.3,0,4.6,8.6,5,Number/ Light trap
2007,10,275,32.5,22.5,93.6,47.9,1.8,5,7.3,4.5,Number/ Light trap
2007,11,156,35.5,23.7,95.9,36.7,0,4.8,8.3,5.3,Number/ Light trap
2007,12,183,35.6,21.8,91.9,33.1,0,5.7,8.7,6,Number/ Light trap
2007,13,234,34.3,24.4,87,60,12.2,9,6.5,5.8,Number/ Light trap
2007,14,47,35.1,24.6,83.9,51.4,1.5,11.6,8.5,6.2,Number/ Light trap
2007,15,51,34.7,24.4,87,43.6,7.4,8.7,8.3,6.8,Number/ Light trap
2007,16,83,34.9,26.3,83.9,47,1.6,14.3,10.1,8.3,Number/ Light trap
2007,17,39,37.3,26.5,82.6,43.4,0,12.1,9.1,7.8,Number/ Light trap
2007,18,35,37.4,27.4,78.1,47.3,1.2,15.8,9.2,8.8,Number/ Light trap
2007,19,104,39.2,28.1,83.3,47,5.6,11.2,8.7,8.2,Number/ Light trap
2007,20,125,37.3,26.8,88.9,51.6,46.6,7.2,8.6,6.2,Number/ Light trap
2007,21,81,37.9,27,80,47,13,11.4,9.3,8.5,Number/ Light trap
2007,22,14,35.1,24.8,86.7,52.1,14.6,8,9.3,6.6,Number/ Light trap
2007,23,18,37.8,27.4,88.9,52.9,0,9.1,9.1,7.6,Number/ Light trap
2007,24,31,33.4,26,90.7,67.4,54.4,8.7,2.6,3.9,Number/ Light trap
2007,25,30,35.4,26.4,85.7,57.4,16.4,6.9,6.3,5.9,Number/ Light trap
2007,26,54,31.8,25.8,91.3,76.4,49.2,6.3,3.3,3.9,Number/ Light trap
2007,27,33,33.4,26.9,88.7,70.3,19.4,5,2.1,3.3,Number/ Light trap
2007,28,30,36.4,27.9,79.9,52.3,3,5.4,4.2,5.1,Number/ Light trap
2007,29,20,33.6,26.2,89.9,76.4,264.4,7.4,5.5,5.3,Number/ Light trap
2007,30,14,33.3,26.5,82.1,63.3,28.6,6.8,4.5,5.1,Number/ Light trap
2007,31,10,32.5,26.3,91.4,76,16.6,5.9,3.7,3.9,Number/ Light trap
2007,32,15,31.7,25.7,90.7,80.3,90.1,5.1,2.6,3.2,Number/ Light trap
2007,33,12,30.6,25.5,91.3,79.1,79.6,5.4,0.9,2.8,Number/ Light trap
2007,34,24,30.7,25.6,90.3,79.6,90.1,5.4,3.8,3.4,Number/ Light trap
2007,35,15,31.2,25.5,93,76.4,38.3,4.6,3.1,3.1,Number/ Light trap
2007,36,80,31.9,25.6,94.3,82.6,60.6,4.5,3.6,3,Number/ Light trap
2007,37,59,31,25.9,92,75.7,7,4.2,3.5,2.8,Number/ Light trap
2007,38,24,32.2,25.2,89.4,73.3,12.2,4.7,5.1,3.7,Number/ Light trap
2007,39,30,30.8,24.5,93.9,76.1,64.2,4.5,3.3,2.5,Number/ Light trap
2007,40,68,33.3,25.8,91.9,59.4,6.6,2.6,8.3,4.1,Number/ Light trap
2007,41,347,31.4,25,92.6,77.9,13.2,3.6,7.5,3.5,Number/ Light trap
2007,42,177,30.3,24.3,93.3,70.7,13.2,4.1,5.8,3.2,Number/ Light trap
2007,43,85,30.3,23.1,92.4,63,0,2.1,7.4,3.3,Number/ Light trap
2007,44,79,29.8,20.7,90.9,47.9,0,1.8,7.4,3.2,Number/ Light trap
2007,45,166,29.8,20.3,92.6,54.3,0,3,6.9,3.2,Number/ Light trap
2007,46,81,27.8,19.8,92.6,58.6,4,5.1,5.9,2.9,Number/ Light trap
